track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,sections,target,chart_date,duration_ms,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists
Merciless Onslaught,Metal Church,spotify:track:05g88rY76FUxXlTMmCEk8V,0.27899999999999997,0.966,8,-14.235,0,0.0568,0.000546,0.7829999999999999,0.0694,0.141,147.957,4,6,0,,176000,0,2005-09-15,0,45,132438,1,['0exvkfkATkqWOJgugTjJhP']
"Booboo Man (Mama, Look at Bubu)",Lord Melody,spotify:track:3rHOHPInR6nI6bfBGJTBPh,0.46,0.461,10,-15.288,0,0.42,0.765,0.0,0.122,0.8009999999999999,96.569,4,12,0,,262813,17,2000-09-26,0,19,1035,1,['763Br9i2W8Zy7Qpuog90Ka']
Bendix 1: The Tomorrow People,Raymond Scott,spotify:track:2VRPZo2QBfnY9JKxgtDg66,0.579,0.391,6,-18.39,0,0.914,0.938,0.0,0.24600000000000002,0.6829999999999999,101.459,3,3,0,,66693,16,2000-01-01,0,40,17215,1,['31DffUzogcRBJT3Andaqtt']
Station Waggin,Pretty Balanced,spotify:track:0ZKumbInmGR4KooEtKkiSx,0.731,0.634,10,-10.956,1,0.0425,0.647,0.00020099999999999998,0.0876,0.659,90.52,4,8,0,,169880,39,2008-03-03,0,30,7137,1,['2gLKxTZLPJlTAoPTi6dwoJ']
Special Needs,Placebo,spotify:track:2h0HkReHGCQPOEDZXEMcTO,0.301,0.5710000000000001,8,-10.152000000000001,0,0.0332,0.00082,0.8,0.0851,0.0412,178.084,4,13,0,,315986,62,2003-03-24,0,70,1315269,1,['6RZUqkomCmb8zCRqc9eznB']
Nothing Else Matters,Carl Henry,spotify:track:19vcAPfKWO8S7RyX5hEBFn,0.6,0.455,1,-7.676,0,0.0642,0.0909,0.0,0.133,0.591,77.09100000000001,4,11,0,,219253,0,2007-01-01,0,12,253,1,['54D8YTgKZ0gkVnbIY04S3H']
Breed To Breathe - Live,Napalm Death,spotify:track:5SRUljUmfqsZiAAsMi74T6,0.303,0.9990000000000001,2,-4.678,1,0.145,0.000317,0.32299999999999995,0.9470000000000001,0.0394,119.984,3,8,0,,179120,0,2009-01-01,0,53,202097,1,['3UqRgrDIQ208yNGiWKRMNt']
Neverland,Avantasia,spotify:track:3cltha6ZPutKM8YmRBBb9L,0.579,0.914,1,-6.252999999999999,0,0.0383,9.84e-05,0.000901,0.153,0.504,101.169,4,14,0,,300360,34,2002-08-26,0,57,298478,1,['1Ih0fEQQsy9EeAJbYEeQRa']
"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",Susan Egan,spotify:track:3Dupb5AcaVFErlSSfl3szW,0.684,0.47100000000000003,0,-9.43,1,0.043,0.20800000000000002,0.0,0.14,0.45299999999999996,121.081,4,8,0,,140093,65,2001-01-01,0,62,23605,5,"['7CckquWatDQSr3PFKkjM8M', '3E0MPcbZSjfJ1HsnJKXkqd', '3zT7dcLl9wbSXsVh3VQx3A', '79cmm0PKrLWIrqp80GpJtK', '5TKKPpY9zr2qrz3JM3Vawq']"
Kaléidoscope 2,Bernard Parmegiani,spotify:track:44Ce8z1Iq6i4YfsxPoribK,0.304,0.555,11,-12.4,1,0.0411,0.633,0.787,0.0782,0.156,94.87700000000001,4,10,0,,262880,0,2008-10-06,0,18,6278,1,['5F5PIdJtRh6MsFIKa3KY3y']
Now Night Her Course Began,Sephiroth,spotify:track:2uK3MyZTClTtjMaisrbLYE,0.0609,0.24100000000000002,8,-20.051,1,0.0399,0.688,0.86,0.107,0.0375,64.138,4,27,0,,543560,35,2005-10-01,0,28,4680,1,['3W7sDTEvCYpE7JpxdyNZeo']
Increíble,Moderatto,spotify:track:1FHdOrt5shheU57hb4NZM5,0.47200000000000003,0.83,2,-5.047,1,0.0366,0.14400000000000002,1.86e-05,0.0817,0.523,132.04,4,13,0,,267584,33,2008-01-01,0,66,538911,1,['5XsWrYhwadPBjW20qYbdZg']
Rock On,Skatebård,spotify:track:0soVcdz7WW1ZIUB7MteTGi,0.532,0.664,9,-11.387,1,0.033,0.00205,0.914,0.177,0.225,94.984,4,15,0,,372946,2,2006-10-10,0,32,11792,1,['54CS7wTXpIfstKRMkHHM9Q']
"Messa da Requiem, Agnus Dei: Agnus Dei - soprano/mezzo soprano/chorus",Giuseppe Verdi,spotify:track:7igPPe9KswPmFeNFwFqj8C,0.201,0.00536,0,-38.917,1,0.0498,0.9470000000000001,0.0869,0.126,0.0679,79.311,3,9,0,,275400,0,2006-08-07,0,64,420426,7,"['1JOQXgYdQV2yfrhewqx96o', '1e1MH5T2dWA8AtpxXifoFd', '7jq9KGiLowVhUUDWZZYgBt', '4ScW6c6pMGSkjoM5hhv6Rl', '00RYuiBTDk8MuLKIsmUjIY', '5730yOJTAHQihGuAD9lwVi', '2SIPfBuCud1kmXxl3mpJcC']"
Embers,Max Richter,spotify:track:5y13OjQquerzFK0dIDETgG,0.27699999999999997,0.0309,0,-28.141,0,0.0351,0.987,0.7929999999999999,0.5379999999999999,0.0702,65.546,4,8,0,,218306,0,2002-01-01,0,77,567106,1,['2VZNmg4vCnew4Pavo8zDdW']
Morseton 2.0 (Elektro Pop Cut),Heiko & Maiko,spotify:track:02yLzMazdCqRGUDcW1cbxC,0.924,0.629,0,-6.752999999999999,1,0.07400000000000001,0.0040100000000000005,0.805,0.0484,0.5429999999999999,130.004,4,8,0,,202283,20,2007-07-02,0,26,2322,1,['7nbkXxFQNYTIdF7N1yrvQK']
The Way We Get By,Spoon,spotify:track:0ZXmGxjtSWLD1KO8IRRuIg,0.725,0.662,9,-5.819,0,0.0291,0.363,5.3e-06,0.125,0.591,75.009,4,7,0,,160746,44,2004-03-30,0,63,471886,1,['0K1q0nXQ8is36PzOKAMbNe']
Dietro casa,Ludovico Einaudi,spotify:track:1NNrdT3dU1hHmyVSLdV7JO,0.385,0.0944,8,-28.816999999999997,1,0.0581,0.986,0.8690000000000001,0.0994,0.0289,103.80799999999999,4,11,0,,233466,19,2004-01-01,0,81,1978259,1,['2uFUBdaVGtyMqckSeCl0Qj']
Thirten - Original Mix,Phaeleh,spotify:track:7vZfWIaHKXFTmIr1UThDdX,0.335,0.5329999999999999,1,-16.441,1,0.0558,0.0487,0.861,0.0694,0.0358,149.197,4,13,0,,342447,10,2008-05-26,0,51,81605,1,['5NkUpXWkeXspvu7iQQOHhP']
Time - Film Edit,The American Dollar,spotify:track:6n8iWKyjoSEsYyU3WMmoqU,0.0698,0.0948,0,-20.031,0,0.0396,0.892,0.925,0.0896,0.0335,75.984,4,6,0,,226249,15,2009-07-15,0,49,45650,1,['5r4OqYJL7JrtZlffx7FJlb']
Hate Rock Trio,HTRK,spotify:track:0BYiWjZbgUaDDWAH3W7qeb,0.222,0.5670000000000001,5,-12.595,0,0.0345,0.0629,0.857,0.11,0.0849,163.634,4,7,0,,154440,11,2007-04-30,0,37,22543,1,['06sdJwlggq0PKOe4LPZWCg']
3's & 7's,Queens of the Stone Age,spotify:track:63wsuMhok6GgcBRd2strGk,0.43799999999999994,0.99,10,-3.89,0,0.10800000000000001,0.0651,0.0222,0.359,0.452,131.306,4,9,0,,214066,57,2007-01-01,1,74,2439312,1,['4pejUc4iciQfgdX6OKulQn']
Break Down The House - Original Mix,Laidback Luke,spotify:track:2gjsOfgQlNQAhkmy7VY0yt,0.885,0.67,10,-5.829,0,0.0992,0.0235,0.139,0.11699999999999999,0.36700000000000005,127.001,4,17,0,,387672,19,2008-03-05,0,65,340475,1,['53cQZtWDwDJwVCNZlfJ6Qk']
Opus 17 (Don't You Worry 'Bout Me) - 2006 Remaster,Frankie Valli & The Four Seasons,spotify:track:26C0PwEYOoEuXtNw6fwZIv,0.775,0.698,11,-9.1,1,0.0427,0.39899999999999997,0.0,0.319,0.924,121.919,4,9,0,,153320,17,2006-09-12,0,68,398095,1,['6mcrZQmgzFGRWf7C0SObou']
Rock Formations,Yawning Man,spotify:track:0EAwKFwPX0JMI5QxuKxteG,0.496,0.6559999999999999,11,-7.349,0,0.0384,0.0013800000000000002,0.938,0.0554,0.504,115.50399999999999,4,12,0,,321640,32,2005-02-02,0,36,23442,1,['2d06W6CY8NotPTPdIAgVoe']
"Le damnation de Faust, Op. 24: Rákóczi March",Hector Berlioz,spotify:track:7DntMfWcztVDZTjPOQyYAD,0.426,0.275,9,-16.654,1,0.032,0.972,0.878,0.106,0.603,105.225,4,12,0,,261160,0,2009-01-13,0,73,180152,3,"['11T8SOX82xraocZzUXzkvM', '5tbMGsuiJGQnMJdpfXS2Go', '0MvSBMGRQJY3mRwIbJsqF1']"
"Twist, Nail, Torture",Astarte,spotify:track:72azgoY5nPVjpkI5AnO30Q,0.31,0.98,9,-5.903,0,0.071,3.05e-06,0.514,0.13699999999999998,0.094,166.06400000000002,4,11,0,,271933,0,2009-01-01,0,17,8038,1,['0X8Pi1W40bewq0jRQ7o3VJ']
One Song Glory,Adam Pascal,spotify:track:6Bp80mBzCSf3XAy31Qo7fA,0.648,0.475,6,-7.301,1,0.11800000000000001,0.201,0.0,0.127,0.267,143.599,4,8,0,,166840,47,2005-09-27,0,56,13400,1,['0bvwPCit9Yh0yVdLKGnXRi']
Self Destruct (Live),Nausea,spotify:track:6S7nrJEPRdRobUAB7as2tf,0.45399999999999996,0.925,6,-5.78,1,0.0727,0.0007440000000000001,0.517,0.14400000000000002,0.478,88.43799999999999,4,6,0,,140240,4,2005-01-01,0,28,497,1,['2ppBcpxOqehpLJuJQIRnKM']
Rock House,Twaang,spotify:track:5wCK2aI09TP0nlBjv54o3c,0.647,0.9670000000000001,2,-2.715,1,0.11599999999999999,0.196,0.504,0.284,0.539,99.98700000000001,4,7,0,,186426,0,2008-01-01,0,0,33,1,['5gzMtn1JiE1dsBjaIr734I']
Collapse,XE-NONE,spotify:track:3eSzI7C7jww1IDksWXurmK,0.359,0.9259999999999999,6,-2.5639999999999996,0,0.0568,0.000927,0.0254,0.11699999999999999,0.326,160.03799999999998,4,20,0,,352500,2,2008-05-15,0,9,901,1,['20WBZ6CFiwWwW3qHcJ95RC']
Frosthauch,Neun Welten,spotify:track:7uAG64VzhjGIXhyTOJiKgS,0.557,0.23800000000000002,4,-12.889000000000001,0,0.0256,0.8290000000000001,0.975,0.102,0.35,77.967,4,11,0,,246133,25,2009-11-20,0,24,6981,1,['6MHshFoAwOkDSAmxRmXNvd']
The Sprig of Thyme: No. 6. The cuckoo,John Rutter,spotify:track:0uG5kQ57Aeks1vHfQnAXjk,0.271,0.0442,1,-26.772,1,0.049,0.983,0.0424,0.0935,0.0488,131.029,4,6,0,,152093,10,2005-11-01,0,55,44550,6,"['0qlhpgr87PEG89Jd5iRpxe', '0daVGEYMVnQZ3NZIpIuFWn', '7MyCqbtFwhBL9yUzB0fTlV', '0xgJOglxGiAIiwR8OllT9R', '5jIRsTESmwPsc5WWhIKTA0', '4JKHXlntTvmZnLxjbeRcPL']"
Mighty Disco King - Radio Mix,Megastylez,spotify:track:0XAWlUKcOzBb3mYDbENYnL,0.643,0.8009999999999999,4,-7.774,0,0.0356,0.023,0.613,0.34299999999999997,0.762,143.99,4,10,0,,206000,20,2009-08-21,0,47,7426,1,['45aid2ljdzWaaCDaP4UA0b']
Remember,Trans-Siberian Orchestra,spotify:track:2KsUNNRu4VUwvRuv5S2mU8,0.507,0.385,0,-8.279,1,0.0297,0.8590000000000001,0.0382,0.0945,0.136,134.614,4,11,0,,205000,22,2004-10-12,0,52,214812,1,['5OSQDUNmll299ldFIF1Dau']
Tempting Time,Animals As Leaders,spotify:track:3TwKLIOl2hIPDE7z7rvOH3,0.17,0.9309999999999999,1,-5.176,0,0.0832,2.3800000000000003e-05,0.915,0.165,0.102,170.097,4,9,0,,323933,34,2009-04-28,0,56,344042,1,['65C6Unk7nhg2aCnVuAPMo8']
Tum Bin Jaon Kahan,Hariharan,spotify:track:4u59BL6bp6Xl78sY2Xsv84,0.7340000000000001,0.359,11,-14.530999999999999,0,0.0268,0.23199999999999998,0.8640000000000001,0.0864,0.698,109.98100000000001,4,10,0,,242799,1,2004-12-31,0,66,1131324,1,['2NoJ7NuNs9nyj8Thoh1kbu']
Low Pressure Zone,Clubroot,spotify:track:0xLmLMC5phGgyrq2c5bAfc,0.478,0.349,11,-12.640999999999998,0,0.0371,0.337,0.9079999999999999,0.124,0.0776,139.981,4,9,0,,214160,32,2009-01-01,0,33,14619,1,['5lHhbrX9ll4e8ilhvLzzI6']
Samovar,The Dreadnoughts,spotify:track:5uoWdMOke4jG5OCOQ1NbVx,0.5489999999999999,0.976,9,-4.73,1,0.0829,0.0010199999999999999,0.000504,0.22699999999999998,0.461,97.09299999999999,4,11,0,,210720,25,2009-01-01,0,55,60196,1,['0tfnDOJ5a2ib3mHAI4qGyD']
Men In Black,Forever The Sickest Kids,spotify:track:52d1CVjEhfJF3xf8Y1dr3C,0.698,0.8590000000000001,5,-5.45,0,0.0976,0.0051,0.0,0.128,0.6779999999999999,111.045,4,10,0,,185800,27,2008-04-08,0,55,218359,1,['4frytKnOBrer4QVPWynGtX']
Y mi banda toca el rock,Laura Pausini,spotify:track:41hSfMnJEpBrvLFxytOngb,0.711,0.8220000000000001,2,-5.062,1,0.0863,0.0348,0.0,0.0914,0.6920000000000001,103.736,4,11,0,,225533,31,2006-11-10,0,74,1560751,1,['2e4nwiX8ZCU09LGLOpeqTH']
Seu mal / Moon da lua / Metal leve,Lulu Santos,spotify:track:2JiNF2UR8CcQYMRavhlqyx,0.4,0.732,9,-9.946,1,0.0486,0.0006,0.00212,0.10400000000000001,0.7879999999999999,120.036,4,18,0,,370333,4,2006-01-01,0,69,1333057,1,['0A1oy7PC7fdzURgaLaWkL1']
Collagen Rock (demo),Mclusky,spotify:track:7DbtjrzsHu8hQsuQktK3G5,0.512,0.982,11,-5.101,1,0.151,0.00473,0.0,0.0713,0.127,120.574,4,8,0,,178586,1,2006-03-21,0,36,23085,1,['3xA9AB0f4BVjsSlyQc12iE']
Sonic Heroes,Crush 40,spotify:track:0wZAQokPco04V9a9oOvm4M,0.312,0.924,10,-5.7379999999999995,1,0.0833,3.570000000000001e-05,1.4800000000000002e-05,0.105,0.465,188.226,4,11,0,,208360,38,2009-11-18,0,52,54370,1,['4gNEgDZhEu6ldAI2wWdZsL']
Sheena Is A Punk Rocker,The Vandals,spotify:track:46A2izIc1SrawwyysXMati,0.361,0.982,0,-2.01,1,0.275,0.0241,0.00035,0.33,0.36,145.736,4,6,0,,135866,19,2008-08-12,0,50,127500,1,['4AqIRTZF6DDmKmdorgFug6']
At Your Funeral,Saves The Day,spotify:track:340FrzH0Ji2keVAlX2FJZ5,0.257,0.9359999999999999,2,-6.131,1,0.35700000000000004,0.00243,0.0,0.14,0.376,197.929,4,7,0,,189693,49,2001-07-10,0,50,112443,1,['5gWhlJBlLQGLOgYWO8lwCU']
Strongwhip,Bury Me Deep,spotify:track:6p61HqeiABdKpXMPIeEqza,0.483,0.958,2,-6.983,0,0.0421,1.24e-05,0.00984,0.0775,0.332,101.083,4,11,0,,202200,0,2001-01-01,0,6,789,1,['4ViNnhvCM2cfEuuDDyrkfw']
The Clock of Distant Dreams,Sephiroth,spotify:track:10UrxXi967Ru5XrpNAAwrm,0.542,0.461,0,-18.824,1,0.0358,0.8370000000000001,0.917,0.248,0.0983,84.008,4,14,0,,385240,23,2005-10-01,0,28,4680,1,['3W7sDTEvCYpE7JpxdyNZeo']
Contra La Pared,Muro,spotify:track:3S0i4jDONwJb7WduiQwaeG,0.491,0.91,5,-9.26,0,0.0601,0.000537,0.0002,0.21600000000000003,0.3,139.96,4,12,0,,306426,0,2001-01-01,0,27,6964,1,['6gv7K55o2qyiGD9u84TIsW']
Santhatham – Ragam Behag,T. M. Krishna,spotify:track:7hvDXdtLQ6Hp2DjXssPAJD,0.34600000000000003,0.33899999999999997,6,-10.564,0,0.0427,0.903,2.9100000000000003e-05,0.0455,0.521,86.109,4,12,0,,293880,11,2007-01-01,0,25,16935,1,['46SVKeOGxlqIAzE0BKXQWM']
Summoning Divine Selene,Daemonia Nymphe,spotify:track:78VybmBVhwHKTMakcLeXES,0.7340000000000001,0.32799999999999996,4,-11.345,1,0.0375,0.8959999999999999,0.591,0.0871,0.172,122.0,4,8,0,,201013,16,2002-01-01,0,40,22417,1,['6C27P7GFMsRv9rvnVTXwR9']
Gravity Wins Again,One King Down,spotify:track:6BtPf07BVx4QNWvopvOyW6,0.32,0.95,3,-9.811,0,0.0686,5e-06,0.45799999999999996,0.0426,0.196,116.117,4,8,0,,146813,26,2000-01-01,0,24,7249,1,['782HAMHn2gK7WqWZZ7aJ9D']
I’m A Man,Black Strobe,spotify:track:3JVI710efRiB7comD33vD1,0.726,0.779,11,-7.608,0,0.18,0.0021100000000000003,0.764,0.0719,0.815,129.995,4,15,0,,275546,37,2007-06-05,0,44,21851,1,['0dKTZGtRhs5pdyOt8uiuSY']
The Price of Beauty,Suicide Silence,spotify:track:0gnfFOOUlA2qcR1eNVTutA,0.33799999999999997,0.9890000000000001,1,-3.2939999999999996,1,0.0869,1.1400000000000001e-05,0.446,0.3,0.455,114.26899999999999,4,7,0,,165880,38,2008-07-13,0,58,612545,1,['6HZr7Fs2VfV1PYHIwo8Ylc']
World Peace,Cro-Mags,spotify:track:54P30qdoSqp3MgngBMZOW3,0.201,0.9790000000000001,11,-4.501,0,0.22,0.000312,0.833,0.109,0.29600000000000004,168.11599999999999,4,6,0,,135471,35,2000-01-01,0,43,64454,1,['5WCrzTQZ6S6EgebqI57Ilg']
Jaan Pehechaan Ho,Mohammed Rafi,spotify:track:41R53rIGyeFlws1n2LJ4da,0.611,0.884,7,-7.129,0,0.0887,0.7829999999999999,0.00091,0.196,0.556,95.859,4,15,0,,326293,6,2005-06-20,0,64,1677685,1,['0gXDpqwYNDODn7fB0RDN8J']
"Concerto No. 1 in F Minor for Clarinet and Orchestra, Op. 73: I. Allegro",Carl Maria von Weber,spotify:track:2GwdNOPmnRd3lJ4TdjeD4k,0.33399999999999996,0.0782,5,-20.088,0,0.0409,0.948,0.619,0.102,0.102,116.988,3,26,0,,527160,0,2009-01-13,0,41,33173,4,"['1p6wR69pnH9LBWZvwliuz2', '6An0BsbaxkhQpEneNjkCTM', '2KnEF6WT3ktHXBoADijJjW', '6AKvMV3TMkzUzR5orDeBSu']"
Three Postludes (1981/82): Postlude No. 3,Valentin Silvestrov,spotify:track:2ZrF3UfwS50CKE8jQQVjWj,0.11599999999999999,0.0011,2,-39.982,1,0.0544,0.988,0.22699999999999998,0.0991,0.0387,70.335,3,10,0,,255960,48,2002-02-19,0,49,7078,3,"['1bauOA5U5M3RwH2euX3Eq6', '0SGPrWBKXE2DfxLX4GbtBN', '7uF1HPSAN6GyhIP6m6TXQd']"
Back a Yard - Edit,The In Crowd,spotify:track:0PwF0jqoMRZdfKVrackfvG,0.8440000000000001,0.597,1,-7.065,0,0.08800000000000001,0.149,0.0,0.43200000000000005,0.9109999999999999,121.95100000000001,4,12,0,,267080,26,2005-01-12,0,21,1271,1,['2dIv8v3YCvYQ7IkkGaXOVk']
The Death of Love,Cradle Of Filth,spotify:track:0wkscODHkDKzOU21rIgHy2,0.555,0.9590000000000001,2,-4.212,0,0.0403,0.000974,0.00339,0.39,0.396,109.96799999999999,4,19,0,,433706,41,2008-10-24,0,56,331471,1,['0NTSMFFapnyZfvmCwzcYPd']
When The Love Falls,Yiruma,spotify:track:0kZ3k5D5kAIZUVYxmExVBb,0.381,0.158,0,-24.813000000000002,0,0.0572,0.991,0.937,0.127,0.355,144.74200000000002,4,9,0,,197573,50,2001-11-27,0,72,782667,1,['0fauHpmSHwodVYIjTqOGHz']
The Sun (Fred Cherry Eclipse),Tame Impala,spotify:track:6wcBZjhU4dk813FYE1hybg,0.53,0.83,2,-8.972000000000001,1,0.0579,0.213,0.28800000000000003,0.109,0.293,103.956,4,11,0,,286840,29,2008-09-22,0,84,4278947,1,['5INjqkS1o8h1imAzPqGZBb']
Sprawling Idiot Effigy,Nero's Day At Disneyland,spotify:track:1jVmtMZezveCHmfm2fnFw3,0.728,0.792,7,-8.651,0,0.162,0.177,0.0315,0.113,0.22,140.042,4,6,0,,137426,40,2009-09-20,0,46,28793,1,['2KHIH3mfq3nZ6LccJ0mfei']
Moonjumper,The Clean,spotify:track:2bPeL4cu0WwrMDDVyrcDjh,0.292,0.669,7,-8.625,1,0.0306,0.0008300000000000001,0.9309999999999999,0.2,0.6,77.847,4,13,0,,342026,3,2009-09-08,0,40,25399,1,['6LRmgzRManplPQghd2BMqz']
Subramanya Namaste - Kambodhi - Rupakam,G. N. Balasubramaniam,spotify:track:1SVMnzDycCDEFXLoShT9s7,0.302,0.382,2,-11.943,0,0.0896,0.968,0.0743,0.0834,0.48,183.18599999999998,3,48,0,,1045706,7,2006-01-01,0,25,7117,3,"['5QTWVKXmNU1Pauk19B54s8', '4y9oUiElt9GhS6F4Oz7ECM', '5qGDWLq39656h7QldZuTc1']"
Praise the Lord O My Soul (Greek Chant),USSR Ministry of Culture Chamber Choir,spotify:track:3iHmlCJuKriIdHl7EhBLPZ,0.217,0.223,11,-19.102,1,0.0438,0.991,0.903,0.149,0.0387,75.646,4,17,0,,329960,19,2000-02-22,0,32,2092,1,['4xX1IffLDfvJ7AS4I6vzDD']
"Concerto in A Minor for Piano and Orchestra, Op. 54: I. Allegro affetuoso",Robert Schumann,spotify:track:71TG4u8bxqEx3PmUci0KiS,0.159,0.0457,9,-25.079,0,0.037000000000000005,0.9890000000000001,0.91,0.10400000000000001,0.0617,83.529,4,43,0,,1007000,0,2009-01-13,0,64,401037,4,"['2UqjDAXnDxejEyE0CzfUrZ', '5gW8Y6gdgr5rix5lWFud8g', '4TWzdKT6XMuddLAoj6PgXi', '5pF76lplGIvEFGb8lI48hA']"
Boston,Edo. G,spotify:track:1n6YasJJW0Lo1MRywx3JYV,0.568,0.9129999999999999,4,-4.718999999999999,0,0.371,0.0746,0.191,0.18899999999999997,0.7759999999999999,91.95700000000001,4,8,0,,201533,13,2004-01-01,0,62,239459,2,"['2Gqm7yhAbk4RYHefVHFMPL', '3BeQqzKdlARoOd6y30kCO2']"
Omnos,Eluveitie,spotify:track:0NoidXfhazhpu0gefw99ma,0.542,0.94,2,-2.43,0,0.0442,0.0011,0.0,0.435,0.138,129.98,4,10,0,,228333,0,2009-04-10,0,60,382050,1,['5X0N2k3qMnI8kSrGJT3kfT']
Proper Rock - Radio Edit,The Chap,spotify:track:5m9ff8Mjzlk4HBZBHpM1NX,0.485,0.664,9,-8.74,1,0.0468,0.00173,0.0545,0.15,0.484,160.048,4,10,0,,213413,0,2008-09-30,0,16,3580,1,['49iE5cZbbLFBNlSw9nOr8Z']
Indian Ink Painting,A Doom,spotify:track:7znjI6OyqWL2lwaVBCpShj,0.525,0.904,11,-4.5489999999999995,0,0.0441,0.0168,0.0443,0.33,0.149,130.011,4,9,0,,418333,0,2007-01-01,0,1,112,1,['0FZdHLq9YQ9MC43xO24vwE']
11 Fornstora hjältar,Karolinerna,spotify:track:2c0enTIP4eAFluXaCcX03i,0.366,0.429,0,-10.308,1,0.0337,0.508,0.0,0.0776,0.235,170.264,4,15,0,,351093,22,2005-01-01,0,27,1655,1,['3A0oy9mwjtYYcLGjLQZ37X']
Realm Of Possibilities,Maelstrom,spotify:track:4dFVg8f3XAtVSLMQq2WgPW,0.349,0.777,11,-11.735,1,0.071,5.660000000000001e-05,0.828,0.134,0.5920000000000001,100.785,4,8,0,,168466,0,2006-02-05,0,28,3120,1,['44HA9IE6zax0FzP9vYM7yo']
Storm,Blackmore's Night,spotify:track:2M0Oir6IkwCfJTwNl7vaUW,0.6,0.54,0,-7.664,0,0.0321,0.344,7.070000000000001e-05,0.10400000000000001,0.311,95.98100000000001,4,16,0,,371533,41,2001-07-10,0,53,110534,1,['5BnNG7QQQDTNd43ozx5y13']
Jacuzzi Jazz,Audio Lotion,spotify:track:12oZWojtebao3ecSWFyTy8,0.657,0.507,1,-11.154000000000002,0,0.0454,0.024,0.39399999999999996,0.10300000000000001,0.373,80.027,4,14,0,,365053,0,2007-11-06,0,28,4734,1,['5cZ5SHlKcEENAxUuRgbU10']
Pop Molecule [Molecular Pop 1],Stereolab,spotify:track:4YFIllKQ84XRJ56OpxK4ha,0.344,0.7020000000000001,8,-7.2860000000000005,1,0.0326,6.24e-06,0.9359999999999999,0.325,0.20199999999999999,102.995,4,10,0,,137413,11,2008-06-24,0,56,168925,1,['3Rj0tDHoX7C5NFq5DKIpHt']
"Ajj Din Chadheya (From ""Love Aaj Kal "")",Rahat Fateh Ali Khan,spotify:track:7N30pzJGFwnYU8iuzxWS7l,0.585,0.687,9,-4.553,1,0.0724,0.551,6.7e-06,0.121,0.815,85.87100000000001,4,16,0,,315013,44,2009-06-27,0,68,3461751,1,['3OLGltG8UPIea8sA4w0yg0']
Pass the Bottles,Nosferatu,spotify:track:6JrOiHV1MQvlbCCXqkxNjH,0.479,0.8220000000000001,9,-5.489,0,0.054000000000000006,0.00441,0.0112,0.0949,0.223,169.952,4,12,0,,321794,10,2008-12-15,0,53,54026,2,"['0S6b11xqvO6XOWZSukSjiY', '1dWCpNKvuNDv2rE4gCVNwj']"
Reckless,Crystal Castles,spotify:track:5MVcClattso5nNUvEH8Sn8,0.489,0.757,6,-8.366,0,0.0298,0.000259,0.943,0.49200000000000005,0.7090000000000001,120.001,4,8,0,,208400,37,2008-03-18,0,66,798132,1,['7K3zpFXBvPcvzhj7zlGJdO']
I Caught Fire,The Used,spotify:track:6z2Fx4b0hjqLdsJQOrNxbM,0.484,0.8809999999999999,4,-5.537000000000001,1,0.0557,0.00147,0.0,0.29100000000000004,0.466,99.999,4,9,0,,205160,55,2004-09-27,0,70,812923,1,['55VydwMyCuGcavwPuhutPL']
Sunaun Kisko Afsana,Talat Mahmood,spotify:track:0vdR4j4HMIEFPvgIPP4nyO,0.268,0.281,1,-16.777,1,0.0363,0.982,0.8440000000000001,0.139,0.568,94.77600000000001,4,5,0,,191667,4,2008-03-25,0,35,238670,1,['2fi9hpqNbi5neTbKSqG0vW']
Improvisation 1,Anthony Braxton,spotify:track:0XaiVMzefpAwm2nXHjBOzx,0.349,0.363,1,-19.567999999999998,1,0.188,0.667,0.0162,0.669,0.306,78.117,4,12,0,,353880,0,2004-01-01,0,25,17091,3,"['3UXq4fckDmcPmleixlrl6i', '4GFRftTUWmtHO12SCWXtam', '0gYeT39HILoA3gVv9jph0a']"
Voices,Edo. G,spotify:track:0UQCmI1nDLR0KJCxkShQeq,0.633,0.747,11,-5.746,1,0.452,0.397,0.0,0.128,0.804,91.45299999999999,4,12,0,,280400,6,2004-01-01,0,62,239459,2,"['2Gqm7yhAbk4RYHefVHFMPL', '3BeQqzKdlARoOd6y30kCO2']"
Por Siempre,Muro,spotify:track:2EQ2yCj0kF7mCm1gbGyA8j,0.308,0.7440000000000001,5,-9.333,0,0.039,0.000212,0.000695,0.11199999999999999,0.397,113.95299999999999,3,12,0,,355786,2,2001-01-01,0,27,6964,1,['6gv7K55o2qyiGD9u84TIsW']
Mordred's Lullaby,Heather Dale,spotify:track:2oqYP0DR6SkudRagOKQD0Y,0.445,0.595,0,-6.414,1,0.0304,0.34600000000000003,6.95e-05,0.0944,0.235,158.007,3,11,0,,195280,30,2005-04-06,0,43,16734,1,['4NCKwyk9WVY6YI81tRQTLA']
Christian Metal Realm,Pastor Brad,spotify:track:1qaYp8svYJvY2rd3Tia7We,0.379,0.64,5,-9.963,1,0.057999999999999996,1.4099999999999999e-05,0.787,0.0659,0.353,160.079,4,17,0,,281173,0,2008-11-26,0,9,736,1,['4KcLdMaw3ai9gReju7aAaZ']
