name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id
I Don't Have To Be Me ('Til Monday) - Single Version,Steve Azar,5v1bA7NmQcQHvH9IDkeeF4,0.49700000000000005,0.7170000000000001,-4.224,1,0.0303,0.201,0.0,0.0458,0.7709999999999999,168.99900000000002,196960,4,10,1,2002-04-06,49,2002-01-01,0,42,12425,1,['6x9fdTmlcJVJtChlLgT1G3'],8,6x9fdTmlcJVJtChlLgT1G3
How Come You Don't Call Me,Alicia Keys,5bAEFsQjo0DEJalVwFVmsW,0.835,0.547,-7.69,0,0.0515,0.155,0.000291,0.0579,0.759,124.561,237626,3,13,1,2002-04-06,51,2001-06-26,54,84,8049832,1,['3DiDSECUqqY1AuBP8qtaIa'],6,3DiDSECUqqY1AuBP8qtaIa
Living And Living Well,George Strait,3YxKqZFpcxBPvpUssL8FS2,0.602,0.6829999999999999,-6.82,1,0.0304,0.34700000000000003,0.0033799999999999998,0.11,0.522,120.787,218306,4,14,1,2002-04-06,45,2001-01-01,124,76,2215025,1,['5vngPClqofybhPERIqQMYd'],1,5vngPClqofybhPERIqQMYd
Song for the Lonely,Cher,1nu7ec0zCNvyHRrFXZsFHy,0.5479999999999999,0.915,-7.01,1,0.0556,0.00528,0.0,0.18600000000000003,0.38,129.972,202600,4,9,1,2002-04-06,38,2005-03-22,36,74,1795965,1,['72OaDtakiy6yFqkt4TsiFt'],0,72OaDtakiy6yFqkt4TsiFt
Rainy Dayz,Mary J. Blige,1F1XjwRzMh8KT2BvH6ISkG,0.47600000000000003,0.6629999999999999,-6.905,1,0.191,0.182,0.0,0.321,0.525,74.884,276360,4,11,1,2002-03-30,45,2001-08-28,88,75,3554869,2,"['1XkoF8ryArs86LZvFOkbyr', '1J2VVASYAamtQ3Bt8wGgA6']",6,1XkoF8ryArs86LZvFOkbyr
Modern Day Bonnie and Clyde,Travis Tritt,58rdbCe3SBJuJeWEJa8Htm,0.647,0.8740000000000001,-5.075,0,0.0337,0.10099999999999999,1.7899999999999998e-05,0.27699999999999997,0.9179999999999999,89.727,284173,4,13,1,2002-03-30,60,2000-10-01,62,69,817077,1,['2M4Yt7oKGoYd0wqU44k4i2'],9,2M4Yt7oKGoYd0wqU44k4i2
Feels Good (Don't Worry Bout a Thing),Naughty By Nature,3uh7YcFzAWHGg7spVzPfqP,0.905,0.703,-2.345,1,0.17600000000000002,0.0793,0.0,0.0554,0.865,94.999,253626,4,14,1,2002-03-30,37,2002-03-05,17,63,1038253,2,"['4Otx4bRLSfpah5kX8hdgDC', '2lFHVcUeJ9Gq6AZiU3ZAOa']",10,4Otx4bRLSfpah5kX8hdgDC
Feel The Girl,Ms. Jade,1ONo2x3Lv4vhWoEd5A7U4q,0.905,0.635,-7.888999999999999,0,0.308,0.47100000000000003,0.000143,0.113,0.722,103.93299999999999,246133,4,12,1,2002-03-30,19,2002-01-01,0,28,20031,1,['0WjnlObkDedRrSBTC9N3lW'],4,0WjnlObkDedRrSBTC9N3lW
Here Is Gone,The Goo Goo Dolls,4KqTGPPmXowMPEoShSVOta,0.33799999999999997,0.685,-5.178,1,0.0322,0.0005200000000000001,0.000512,0.109,0.221,102.19200000000001,238173,4,10,1,2002-03-23,54,2002-04-08,0,74,1747130,1,['2sil8z5kiy4r76CRTXxBCA'],1,2sil8z5kiy4r76CRTXxBCA
Makin' Good Love,Avant,6Q13UWFUuqXLXT7IUVkqM1,0.794,0.634,-3.819,0,0.0381,0.245,0.0,0.2,0.736,142.254,271386,4,12,1,2002-03-23,54,2002-01-01,40,60,932535,1,['0AunegKKH2ys98aLxq8G1A'],9,0AunegKKH2ys98aLxq8G1A
Halfcrazy - Album Version (Edited),Musiq Soulchild,3oXNIpoUMdk8qGkwCeXqGv,0.41200000000000003,0.77,-6.057,0,0.18,0.462,1.5e-06,0.0485,0.418,101.955,254493,3,9,1,2002-03-23,53,2002-01-01,29,65,809642,1,['3UVRliakQfa1pMWIsNuiZ8'],11,3UVRliakQfa1pMWIsNuiZ8
Wish I Didn't Miss You,Angie Stone,3tZm76otWH20xzJC7icHCk,0.856,0.755,-5.691,1,0.0331,0.355,0.000621,0.145,0.8420000000000001,123.883,270893,4,12,1,2002-03-23,64,2001-10-16,36,59,442931,1,['2hWr3AjjKOCVmWcwvuT4uM'],10,2hWr3AjjKOCVmWcwvuT4uM
Give It To Her,Tanto Metro & Devonte,00FU5uypELwgQuM9IbFC6G,0.6,0.583,-6.617000000000001,0,0.281,0.0918,0.0,0.0992,0.763,126.51700000000001,209053,5,11,1,2002-03-23,45,2005,0,46,35897,1,['4mVpYIVAOE8sEdYuL8HDpd'],9,4mVpYIVAOE8sEdYuL8HDpd
Underneath Your Clothes,Shakira,15f8Cv8RXUlOOCIf2oaceN,0.616,0.597,-5.327999999999999,1,0.0415,0.6859999999999999,0.0,0.10400000000000001,0.36200000000000004,165.50799999999998,224066,4,10,1,2002-03-16,66,2001-11-13,20,86,20000308,1,['0EmeFodog0BfCgMzAIvKQp'],8,0EmeFodog0BfCgMzAIvKQp
The Middle,Jimmy Eat World,6GG73Jik4jUlQCkKg9JuGO,0.643,0.8490000000000001,-5.428,1,0.0526,0.0371,0.0,0.057999999999999996,0.903,162.15200000000002,165853,4,9,1,2002-03-16,78,2001-07-17,0,71,1083399,1,['3Ayl7mCk0nScecqOzvNp6s'],2,3Ayl7mCk0nScecqOzvNp6s
This Woman's Work,Maxwell,741OE401HO7ZCaPhEqCZ7w,0.467,0.32899999999999996,-9.165,1,0.0326,0.6759999999999999,3.69e-05,0.10800000000000001,0.141,113.64299999999999,240320,4,11,1,2002-03-16,59,2001-08-14,45,63,1101064,1,['2AOt5htsbtyaHd5Eq3kl3j'],8,2AOt5htsbtyaHd5Eq3kl3j
Drive (For Daddy Gene),Alan Jackson,1FV374EPG5CrjdIbIMLkcv,0.713,0.579,-8.066,1,0.0413,0.33799999999999997,0.0,0.174,0.511,125.179,242733,4,10,1,2002-03-16,59,2002-01-15,136,76,1372664,1,['4mxWe1mtYIYfP040G38yvS'],11,4mxWe1mtYIYfP040G38yvS
Too Bad,Nickelback,2cCWbBmadLbKvr9xddC79R,0.598,0.8079999999999999,-5.209,1,0.0388,0.0030399999999999997,0.0,0.147,0.28800000000000003,128.025,232240,4,11,1,2002-03-16,58,2001-09-11,27,80,4705938,1,['6deZN1bslXzeGvOLaLMOIF'],10,6deZN1bslXzeGvOLaLMOIF
I Should Be Sleeping,Emerson Drive,28CnmZkM5CFp0ObTRQJeCw,0.46399999999999997,0.895,-4.16,0,0.145,0.243,0.0,0.0687,0.674,164.40400000000002,177000,4,10,1,2002-03-16,39,2002-01-01,0,45,184129,1,['1efrXlPhLKv7PvgUxVcqIS'],5,1efrXlPhLKv7PvgUxVcqIS
No Matta What (Party All Night) - Radio Mix,Toya,6jCLSGa6VpnHu5kc3d3j9E,0.6759999999999999,0.8220000000000001,-5.4270000000000005,1,0.0919,0.0957,0.0,0.0762,0.386,81.079,208733,4,10,1,2002-03-16,24,2001-07-09,39,54,3058,1,['6cStgiv1qH5z6GYrFsjuGj'],8,6cStgiv1qH5z6GYrFsjuGj
It's Goin' Down (feat. Mike Shinoda and Mr. Hahn) - B-Side Rarities,Linkin Park,0eJi1RvFCgcd555HkmsK8j,0.677,0.905,-2.955,0,0.264,0.0015199999999999999,0.0148,0.0432,0.867,104.869,249689,4,10,1,2002-03-09,47,2020-10-09,54,62,427797,3,"['23nwDSpW6IWEmJHvOJkghk', '6xBZgSMsnKVmaAxzWEwMSD', '73yonhSeG9UY7shqUfk6cd']",8,23nwDSpW6IWEmJHvOJkghk
Awnaw - All Hooks up Version,Nappy Roots,37RC87Ce8jeeKmnpYNExhP,0.721,0.6779999999999999,-3.7030000000000003,1,0.258,0.00521,0.0,0.153,0.7120000000000001,160.023,241373,4,13,1,2002-03-09,51,2002-02-26,0,58,134497,2,"['3tCxM1rTj2qUXsiQZxvt2I', '1QkusyyiLCVP97x3TADKV9']",7,3tCxM1rTj2qUXsiQZxvt2I
Wrong Impression,Natalie Imbruglia,1TZEQi5FfRDef6CcjxNIYB,0.48,0.753,-5.632000000000001,1,0.027000000000000003,0.0102,0.0,0.18,0.263,100.181,256000,4,15,1,2002-03-02,34,2001,0,67,605485,1,['0dlOr0VIysztGWvU1dpjmP'],6,0dlOr0VIysztGWvU1dpjmP
I'm Alive,Céline Dion,2FTZeRHQ4gRPViPMpWL9uX,0.691,0.64,-5.087,1,0.0384,0.0247,5.24e-06,0.2,0.452,101.991,210226,4,10,1,2002-03-02,67,2001-01-01,0,79,4235613,1,['4S9EykWXhStSc15wEx8QFK'],8,4S9EykWXhStSc15wEx8QFK
For You,Staind,464HG7mt7NNKtKY0Hco8Y8,0.318,0.958,-2.6830000000000003,1,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,206200,4,11,1,2002-03-02,55,2001-05-22,63,69,1648570,1,['5KDIH2gF0VpelTqyQS7udb'],10,5KDIH2gF0VpelTqyQS7udb
Crawling In The Dark,Hoobastank,3wli6CFsUwYEuLZTIuCwt3,0.57,0.915,-4.802,0,0.105,0.000273,8.48e-05,0.17800000000000002,0.6759999999999999,93.54,175226,4,8,1,2002-03-02,65,2001-11-20,0,70,1603069,1,['2MqhkhX4npxDZ62ObR5ELO'],6,2MqhkhX4npxDZ62ObR5ELO
A Thousand Miles,Vanessa Carlton,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,-3.862,1,0.0379,0.32299999999999995,0.0,0.161,0.268,94.931,237493,4,11,1,2002-03-02,76,2002-04-30,0,68,431616,1,['5ILrArfIV0tMURcHJN8Q07'],11,5ILrArfIV0tMURcHJN8Q07
Insatiable,Darren Hayes,4Q8yCpsxxJF0tRsjzu6Ytw,0.67,0.847,-5.449,0,0.0545,0.0974,0.0,0.0842,0.852,143.872,310226,4,11,1,2002-03-02,49,2002-03-18,0,44,63237,1,['0ihJnGEjNnbM6uuTn3RHMo'],0,0ihJnGEjNnbM6uuTn3RHMo
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Busta Rhymes,4SnTf4ixVZCfQtxHNhky0T,0.6970000000000001,0.7929999999999999,-4.699,0,0.32299999999999995,0.0844,0.0,0.0619,0.56,89.76700000000001,238600,4,8,1,2002-03-02,53,2001-11-07,36,83,5972620,3,"['1YfEcTuGvBQ8xSD1f53UnK', '59wfkuBoNyhDMQGCljbUbA', '2RdwBSPQiwcmiDo9kixcl8']",6,1YfEcTuGvBQ8xSD1f53UnK
All You Wanted,Michelle Branch,0kr6d8wHDQPlzuET33NVn6,0.499,0.72,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,217680,4,8,1,2002-02-23,60,2001-07-31,20,62,435888,1,['5rScKX1Sh1U67meeUyTGwk'],8,5rScKX1Sh1U67meeUyTGwk
Escape,Enrique Iglesias,6KRi6CBUitENJB4HQbSVSD,0.777,0.852,-5.329,1,0.0295,0.0299,0.0004980000000000001,0.145,0.877,125.994,208040,4,8,1,2002-02-23,53,2001-01-01,78,81,9670477,1,['7qG3b048QCHVRO5Pv1T5lw'],11,7qG3b048QCHVRO5Pv1T5lw
Roc The Mic,Various Artists,5WHAySW7mtAKHsaUh9N1Rr,0.8690000000000001,0.555,-8.626,0,0.39299999999999996,0.0883,0.0,0.0492,0.922,95.177,263186,4,13,1,2002-02-23,42,2002-01-01,0,58,571315,2,"['0tCtGc5vt29zFZp6KXzN50', '2Jwr7hGoSNK3S3QBxh3T0z']",11,0tCtGc5vt29zFZp6KXzN50
Anything (feat. Next),Jaheim,38084tN66v4KHqiLpl9cN8,0.731,0.377,-7.907,1,0.0425,0.0516,0.0,0.13699999999999998,0.452,105.743,287026,4,12,1,2002-02-23,50,2001-03-13,40,59,934804,1,['4sbB4Yy6Qig51pKCIKSLw3'],5,4sbB4Yy6Qig51pKCIKSLw3
What If She's An Angel,Tommy Shane Steiner,4avs56frsTcnjwy2KlCQ5D,0.535,0.528,-7.452999999999999,1,0.0258,0.308,1.11e-06,0.0912,0.41,146.16899999999998,215533,4,11,1,2002-02-23,38,2002-04-09,0,26,829,1,['5taaHcEgGsJTuj62xFYy6F'],8,5taaHcEgGsJTuj62xFYy6F
That's When I Love You,Phil Vassar,1lhPhB8fdto7hvqCWljRm1,0.552,0.831,-4.819,1,0.0402,0.23600000000000002,0.0,0.0907,0.604,111.061,208880,4,10,1,2002-02-23,36,2000-02-21,54,53,230471,1,['1XhhO2dTs2fKyhILj0aam6'],10,1XhhO2dTs2fKyhILj0aam6
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,2mKouqwAIdQnMP43zxR89r,0.835,0.7070000000000001,-5.074,1,0.0598,0.0219,2.1899999999999997e-05,0.10800000000000001,0.919,93.955,267093,4,11,1,2002-02-16,73,2001-12-04,16,75,3932793,3,"['3ScY9CQxNLQei8Umvpx5g6', '1J2VVASYAamtQ3Bt8wGgA6', '5rkVyNGXEgeUqKkB5ccK83']",8,3ScY9CQxNLQei8Umvpx5g6
My List,Toby Keith,3vzmDjQ7E6gzAVg4ecp6XU,0.629,0.737,-4.309,0,0.0323,0.332,0.0,0.147,0.341,87.068,199813,4,7,1,2002-02-16,46,2008-01-01,73,73,1370948,1,['2bA6fzP0lMAQ4kz6CF61w8'],1,2bA6fzP0lMAQ4kz6CF61w8
Foolish,Ashanti,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,-5.763,1,0.0532,0.34700000000000003,0.0,0.106,0.7070000000000001,90.119,227386,4,7,1,2002-02-16,71,2002-01-01,0,75,1931991,1,['5rkVyNGXEgeUqKkB5ccK83'],0,5rkVyNGXEgeUqKkB5ccK83
I Pray (Never Forget),Amanda Perez,3ZlGwCGlf0pMHZhEHpa3wJ,0.7240000000000001,0.441,-7.341,1,0.0277,0.586,0.0,0.095,0.675,122.07700000000001,227626,4,10,1,2002-02-16,43,2004-01-01,0,47,315563,1,['5DqmNLPM1kAbSBQk2FMm6b'],0,5DqmNLPM1kAbSBQk2FMm6b
Saturday (Oooh! Ooooh!),Ludacris,4QKdiLnJ2fnvfLPUldoryF,0.588,0.809,-6.327000000000001,0,0.41200000000000003,0.0235,0.0,0.324,0.696,103.0,230533,4,10,1,2002-02-16,48,2001-01-01,73,81,1961652,2,"['3ipn9JLAPI5GUEo4y4jcoi', '7Dnu2NmddNymEI2LMZVH5v']",11,3ipn9JLAPI5GUEo4y4jcoi
Oops (Oh My) [feat. Missy Elliott],Tweet,5Y0E3dOeynKuLDAXu0t0Bg,0.66,0.536,-8.786,0,0.29,0.233,0.006690000000000001,0.111,0.775,159.963,237800,4,11,1,2002-02-09,62,2002-04-02,0,77,1852692,2,"['6zDBeei6hHRiZdAJ6zoTCo', '2wIVse2owClT7go1WT98tk']",10,6zDBeei6hHRiZdAJ6zoTCo
U Don't Have to Call,Usher,5PCJldueshnwqQVjS16543,0.7929999999999999,0.568,-4.958,1,0.0459,0.0478,3.570000000000001e-05,0.0304,0.8059999999999999,100.005,269400,4,14,1,2002-02-09,59,2001-08-07,44,85,8164956,1,['23zg3TcAtWQy7J6upgbUnj'],1,23zg3TcAtWQy7J6upgbUnj
Girlfriend,*NSYNC,6u5flhVFxKZrl9AApvf2SL,0.748,0.8109999999999999,-5.212999999999999,0,0.0907,0.0866,1.4499999999999998e-05,0.0282,0.862,93.963,253600,4,12,1,2002-02-09,50,2001-07-24,0,73,1371493,1,['6Ff53KvcvAj5U7Z1vojB5o'],0,6Ff53KvcvAj5U7Z1vojB5o
Young,Kenny Chesney,3tHPjLBakLS48aumhFpJMt,0.684,0.84,-5.752999999999999,1,0.0433,0.0278,0.0,0.32899999999999996,0.682,125.801,235733,4,14,1,2002-02-09,51,2002-04-02,89,77,3196265,1,['3grHWM9bx2E9vwJCdlRv9O'],9,3grHWM9bx2E9vwJCdlRv9O
Youth of the Nation,P.O.D.,0UrWr7Jnu1heq1o99ZwUd0,0.563,0.86,-7.5329999999999995,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,4,8,1,2002-02-09,71,2001-09-11,14,67,1346520,1,['6KO6G41BBLTDNYOLefWTMU'],8,6KO6G41BBLTDNYOLefWTMU
"I Breathe In, I Breathe Out",Chris Cagle,3r513lY50AOJBqaG4nP2LT,0.316,0.514,-7.047999999999999,1,0.0271,0.17800000000000002,0.0,0.19399999999999998,0.242,185.882,243946,4,10,1,2002-02-09,39,2010-01-01,23,57,636895,1,['1zhIzONVRlTfD1VQRauHMl'],7,1zhIzONVRlTfD1VQRauHMl
Any Other Night,Sharissa Dawes,41NDb9MBo9kItuWAwFk5cs,0.732,0.517,-7.901,0,0.0846,0.134,1.47e-06,0.10400000000000001,0.595,76.991,227416,4,6,1,2002-02-09,28,2002-01-01,0,18,1286,1,['7EWyzA8UvK1mtovU6OzODR'],4,7EWyzA8UvK1mtovU6OzODR
Hands Clean,Alanis Morissette,2LVxvGhl2U5p2ql2ujc6vZ,0.513,0.82,-5.428,1,0.0299,0.0019199999999999998,2.83e-06,0.504,0.52,99.95200000000001,269400,4,9,1,2002-02-02,56,2002-02-25,7,73,1753344,1,['6ogn9necmbUdCppmNnGOdi'],7,6ogn9necmbUdCppmNnGOdi
More Than A Woman,Aaliyah Tribute,1s3hhkY447paKtDm2bEY31,0.41700000000000004,0.7040000000000001,-6.046,1,0.335,0.0622,0.0,0.185,0.7929999999999999,86.804,230693,4,10,1,2002-02-02,16,2007-01-16,0,27,1693,1,['44d6kiYityw5RMbE6lRv6i'],11,44d6kiYityw5RMbE6lRv6i
My Sweet Lord - Remastered 2014,George Harrison,0qdQUeKVyevrbKhAo0ibxS,0.537,0.701,-8.913,0,0.0335,0.0972,0.0,0.0832,0.583,120.919,281226,4,15,1,2002-02-02,76,1970-11-27,0,72,1662715,1,['7FIoB5PHdrMZVC3q2HE5MS'],1,7FIoB5PHdrMZVC3q2HE5MS
I Miss You,DMX,3DwoQNhaFD3mCKh93w2MHH,0.725,0.708,-5.21,1,0.21899999999999997,0.152,0.0,0.0887,0.585,90.596,280866,4,13,1,2002-02-02,45,2001-01-01,68,74,3117857,2,"['1HwM5zlC5qNWhJtM00yXzG', '5NDMothbpdpq2xHqSjrrWn']",6,1HwM5zlC5qNWhJtM00yXzG
That's Just Jessie,Kevin Denney,0hHLFYQOVwKhpnO7oSXcFz,0.49200000000000005,0.685,-6.046,1,0.035,0.141,0.0,0.389,0.376,172.115,232266,4,10,1,2002-02-02,32,2002-04-23,0,22,1250,1,['7IGC89BUqUzXHFocEqcoow'],5,7IGC89BUqUzXHFocEqcoow
What About Us?,Brandy,537F8BYzIMOZBl75qwCXy8,0.524,0.732,-1.595,0,0.355,0.257,0.0,0.439,0.736,185.93200000000002,250066,4,11,1,2002-01-26,42,2002-02-25,39,72,1869031,1,['05oH07COxkXKIMt6mIPRee'],10,05oH07COxkXKIMt6mIPRee
Hey Luv (Anything) (feat. 112),Mobb Deep,6IdK1E8oLtVNdPPH9Np6he,0.833,0.68,-5.4079999999999995,1,0.22699999999999998,0.157,0.0,0.18899999999999997,0.6409999999999999,98.99600000000001,242093,4,10,1,2002-01-26,51,2001-12-11,1,71,1923586,2,"['6O2zJ0tId7g07yzHtX0yap', '7urq0VfqxEYEEiZUkebXT4']",7,6O2zJ0tId7g07yzHtX0yap
Jigga What / Faint,JAY-Z,4pnFRnCOfaETea25g0YSvG,0.579,0.96,-3.1519999999999997,0,0.245,0.102,0.0,0.0674,0.5660000000000001,133.63,211173,4,9,1,2002-01-26,54,2004-11-30,93,88,22846483,2,"['3nFkdlSjzX9mRTtwJOzDYB', '6XyY86QOPPrYVGvF9ch6wz']",1,3nFkdlSjzX9mRTtwJOzDYB
I Love You,Faith Evans,6gsmFgUiSTuinJlScwFODv,0.489,0.757,-4.062,0,0.0926,0.00981,0.0,0.23399999999999999,0.5670000000000001,168.00400000000002,267160,4,13,1,2002-01-26,53,2001,63,69,912622,1,['5NDMothbpdpq2xHqSjrrWn'],11,5NDMothbpdpq2xHqSjrrWn
Hush Little Lady,Corey,3pL08AiN5rbeDAblV0VrMq,0.79,0.672,-6.8870000000000005,1,0.0482,0.0356,1.42e-05,0.14800000000000002,0.619,137.48,224600,4,10,1,2002-01-26,18,2002-01-01,0,34,1167,2,"['0Dlbufr3A5qPlynEzYg3jI', '1WJcHRazImPiDXaIqvc8rt']",0,0Dlbufr3A5qPlynEzYg3jI
In Another World,Joe Diffie,0VdpGEpUlEYu9MpX5fsSgt,0.47,0.63,-7.194,0,0.0266,0.057,0.0,0.257,0.35700000000000004,78.0,226533,4,10,1,2002-01-19,24,2001-10-30,40,64,440369,1,['3THMgU4KdL7LlO5TEREs2g'],7,3THMgU4KdL7LlO5TEREs2g
Runaway,NB Ridaz,49hhlarIcc7kZe459BrXQ8,0.718,0.6709999999999999,-7.517,0,0.113,0.377,0.0,0.114,0.552,170.012,240133,4,13,1,2002-01-19,46,2002,0,55,186187,1,['2KNDYRKdCzuKzCCUyjAcF4'],11,2KNDYRKdCzuKzCCUyjAcF4
The Learning (Burn) (feat. Big Noyd),Mobb Deep,20ccLIFUpfzgX5kSbDakH4,0.746,0.736,-5.21,0,0.22699999999999998,0.0101,5.56e-06,0.0333,0.8079999999999999,95.58,255093,4,14,1,2002-01-19,51,2001-12-11,0,71,1207189,2,"['6O2zJ0tId7g07yzHtX0yap', '4bwxkkA3AAwyymVwXjxz0F']",11,6O2zJ0tId7g07yzHtX0yap
The Cowboy In Me,Tim McGraw,7gHoT3JZocCWKWkMWvAGix,0.488,0.569,-7.3229999999999995,1,0.0294,0.076,1.06e-06,0.0796,0.153,71.92,244506,4,11,1,2002-01-12,47,2010-11-30,141,77,3354935,1,['6roFdX1y5BYSbp60OTJWMd'],2,6roFdX1y5BYSbp60OTJWMd
Blessed,Martina McBride,0nGzwlShUTBEQePuzMoUjN,0.5870000000000001,0.629,-7.439,1,0.0424,0.183,0.0,0.0686,0.425,114.993,276600,4,13,1,2002-01-12,34,2001-09-17,82,63,874312,1,['3P33qFNGBVXl86yQYWspFj'],7,3P33qFNGBVXl86yQYWspFj
Just Let Me Be In Love,Tracy Byrd,71EVFQO2umcIfdxE8DquYy,0.581,0.8,-7.397,0,0.0344,0.11699999999999999,3.32e-05,0.045,0.415,96.1,226213,4,11,1,2002-01-12,25,2001-07-23,8,61,478342,1,['0xxJO75NeIAF5jYruLYIDT'],0,0xxJO75NeIAF5jYruLYIDT
Uh Huh,B2K,2nBY2iQvxOIXrdlJvg7ZPo,0.855,0.6809999999999999,-4.955,1,0.0688,0.0881,3.7000000000000006e-06,0.0592,0.9079999999999999,99.699,223293,4,10,1,2002-01-05,48,2002,0,58,501776,1,['51d3rUlLuMh7EW09aMe7yj'],2,51d3rUlLuMh7EW09aMe7yj
Nothing In This World,KeKe Wyatt,54Ev13Dca9qrYZDNLFUYpb,0.7,0.63,-3.344,1,0.0444,0.195,0.0,0.034,0.39899999999999997,131.95,251066,4,11,1,2002-01-05,53,2001-01-01,0,60,1394062,2,"['0KWcq2E8ejxp78jdfpCd4K', '0AunegKKH2ys98aLxq8G1A']",6,0KWcq2E8ejxp78jdfpCd4K
Chop Suey!,System Of A Down,2DlHlPMa4M17kufBvI2lEN,0.419,0.934,-3.908,0,0.12,0.000278,0.0015,0.132,0.28600000000000003,127.288,210240,4,10,1,2002-01-05,80,2001-09-04,0,83,6633318,1,['5eAWCfyUhZtHHtBdNk56l1'],7,5eAWCfyUhZtHHtBdNk56l1
Defy You,The Offspring,5VBVIcMh6CWy8szP3U0Ttp,0.491,0.841,-3.6510000000000002,0,0.0387,0.000609,2.4e-06,0.131,0.669,92.296,228240,4,9,1,2002-01-05,44,2005-06-21,31,79,3826315,1,['5LfGQac0EIXyAN8aUwmNAQ'],11,5LfGQac0EIXyAN8aUwmNAQ
Wasting My Time,Default,5dpAN1mjFPL38kh9kWsCiw,0.449,0.7759999999999999,-5.593999999999999,1,0.0322,0.0017100000000000001,0.0,0.0698,0.198,148.11,269306,4,11,1,2002-01-05,61,2001,0,54,170319,1,['4nCzT3o7lMgCWBcmdwCMsT'],2,4nCzT3o7lMgCWBcmdwCMsT
The World's Greatest,Various Artists,6QeMRyd3BmSfJbaNay3dpe,0.6609999999999999,0.604,-6.436,0,0.0358,0.248,0.0,0.0469,0.721,95.971,277600,4,9,1,2001-12-29,52,2013-06-21,0,72,2159015,1,['2mxe0TnaNL039ysAj51xPQ'],11,2mxe0TnaNL039ysAj51xPQ
Welcome to Atlanta (feat. Ludacris),Jermaine Dupri,19VTqucnxJuH6kilNdweTh,0.7509999999999999,0.7859999999999999,-7.441,0,0.38299999999999995,0.0126,0.0,0.107,0.679,95.98899999999999,200840,4,9,1,2001-12-29,56,2001-10-30,5,81,2201172,2,"['6nfYGe7IIuuP5bMY1jkJP6', '3ipn9JLAPI5GUEo4y4jcoi']",3,6nfYGe7IIuuP5bMY1jkJP6
God Bless America,Daniel Rodriguez,075DlN1s3ii0KiN9MIXDjW,0.16,0.591,-3.838,1,0.0381,0.93,0.0379,0.49700000000000005,0.306,85.36399999999999,168146,4,6,1,2001-12-29,1,2002-01-01,0,11,270,1,['3qfg431oqNaqcOS5wlGg9f'],8,3qfg431oqNaqcOS5wlGg9f
The Whole World (feat. Killer Mike),OutKast,074v54tSEWLbq3Hu5wf6uh,0.8140000000000001,0.852,-6.176,1,0.401,0.0958,1.32e-06,0.0288,0.7170000000000001,184.68200000000002,295346,3,11,1,2001-12-22,52,2001-10-04,51,79,1695283,2,"['1G9G7WwrXka3Z1r7aIDjI7', '2N4EYkIlG1kv25g6Wv8LGI']",2,1G9G7WwrXka3Z1r7aIDjI7
Let's Stay Home Tonight,Joe,2PXv2AkAZkqYqc96gDKXuA,0.691,0.742,-4.49,0,0.0602,0.145,3.14e-05,0.0944,0.722,90.102,206666,4,11,1,2001-12-22,33,2001-12-11,87,69,1110451,1,['3zTOe1BtyTkwNvYZOxXktX'],0,3zTOe1BtyTkwNvYZOxXktX
Blurry,Puddle Of Mudd,6lSr3iZTC144PKhvbPFzMp,0.431,0.938,-4.507,0,0.0542,0.00805,0.0,0.138,0.523,157.46200000000002,304000,4,12,1,2001-12-22,66,2001-01-01,10,67,1280986,1,['3dXaa6jwM7B52GZpaJEIr5'],3,3dXaa6jwM7B52GZpaJEIr5
The Long Goodbye,Brooks & Dunn,550bzTUwGQIhotK33gVvEg,0.498,0.619,-5.939,1,0.0297,0.263,1.42e-05,0.10800000000000001,0.569,145.384,229986,4,11,1,2001-12-22,40,2009-09-08,0,75,1635992,1,['0XKOBt59crntr7HQXXO8Yz'],8,0XKOBt59crntr7HQXXO8Yz
Part II,Various Artists,2n7h09QrGitVul66b2D8Re,0.775,0.8370000000000001,-4.965,0,0.39,0.0383,0.0,0.315,0.807,95.86,244600,4,10,1,2001-12-22,58,2001-01-01,0,71,1972764,2,"['4VmEWwd8y9MCLwexFMdpwt', '7xTKLpo7UCzXSnlH7fOIoM']",10,4VmEWwd8y9MCLwexFMdpwt
Bouncin' Back (Bumpin' Me Against the Wall) (feat. Pharrell Williams) - Extended Version,Mystikal,7LdaPYlRo4pq6CBt44To2H,0.883,0.8959999999999999,-3.695,1,0.20800000000000002,0.268,1.04e-06,0.0564,0.748,93.928,259546,4,14,1,2001-12-15,45,2001-12-18,40,83,3682996,2,"['3LIJJJkO7R5RasRwt7xIn5', '2RdwBSPQiwcmiDo9kixcl8']",0,3LIJJJkO7R5RasRwt7xIn5
