track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,chart_date,duration_ms,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,lsit_of_artists
Patty Cake,Kodak Black,spotify:track:0bXFIF7iL17TYLyx8JHziM,0.806,0.77,1,-6.464,0,0.19,0.0252,0,0.0645,0.406,152.094,198110,4,38.31823,13,1,,198109,64,2017-03-31,0,84,6323234,1,['46SHBwWsqBkxI7EeeBEQG7']
Babies,Pulp,spotify:track:0rA9Wk20ZzIeIWY45lFxFL,0.302,0.82,2,-7.896,1,0.0605,0.114,1.58e-06,0.0824,0.595,156.126,244827,4,38.80716,12,0,,244826,21,2019-10-15,0,65,577890,1,['36E7oYfz3LLRto6l2WmDcD']
Just Because,Martin Dupont,spotify:track:0YGmi2Jcv7z35okbJZoVqZ,0.383,0.469,6,-14.808,1,0.0374,0.188,0.0759,0.268,0.395,183.364,300507,4,25.45624,17,0,,300506,7,2010-01-26,0,33,7788,1,['0VluRa9xSnSeZYfYoy9q15']
HeadBand,B.o.B Featuring 2 Chainz,spotify:track:2LvRR121MWFmmEGkuV2vQP,0.919,0.506,1,-7.14,1,0.304,0.132,0,0.0771,0.273,97.465,220240,4,40.2498,13,1,,220240,71,2013-12-16,0,83,7627260,2,"['5ndkK3dpZLKtBklKjxNQwT', '17lzZA2AlOHwCwFALHttmp']"
Por Mi No Te Detengas,Banda Sinaloense MS de Sergio Lizárraga,spotify:track:3mV5TTtHnXUeOzRkyFKsVl,0.649,0.307,5,-7.209,1,0.0756,0.575,0,0.0705,0.713,74.833,225213,4,29.32468,10,0,,225213,72,2018-09-14,0,83,9613467,1,['2C6i0I5RiGzDKN9IAF8reh']
Thanks for Nothing,The Downtown Fiction,spotify:track:7ff50siSshsarI9CFjR5iC,0.617,0.963,0,-3.728,1,0.0387,0.0051,0,0.0747,0.79,132.059,201467,4,25.10381,10,0,,201466,0,2019-05-31,0,50,136269,1,['7MRDkEKtdsGcYn11A4qgUL']
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,spotify:track:5tz69p7tJuGPeMGwNTxYuV,0.62,0.574,5,-7.788,0,0.0479,0.57,0,0.19,0.352,100.021,250173,4,39.02545,9,1,,250173,79,2017-05-05,0,93,25659420,3,"['4xRYI6VqpkE3UwrDrAZL8L', '2wUjUUtkb5lvLKcGKsKqsR', '6LuN9FCkKOj5PcnpouEgny']"
Feeling Punk - Tee's Original Mix,Todd Terry,spotify:track:2RAtNggKfAJJGecL45ZZiJ,0.775,0.928,11,-6.776,1,0.0553,0.00286,0.881,0.387,0.523,126.617,337441,4,61.15368,10,0,,337440,0,2014-01-06,0,59,43017,1,['3dE92yGWcrboP1kC5SWyqu']
Holding You Down (Goin In Circles),Jazmine Sullivan,spotify:track:5UdicZrmNt418AmwNixCJP,0.724,0.872,8,-2.706,0,0.14,0.082,0,0.316,0.783,95.09,216960,4,44.49016,9,1,,216960,46,2010-11-29,0,67,1136447,1,['7gSjFKpVmDgC2MMsnN8CYq']
Falling,Julee Cruise,spotify:track:78oTLBiOLRWmQVGZMKyAmE,0.192,0.138,5,-17.135,1,0.0315,0.892,0.553,0.114,0.0757,142.187,321853,4,60.94077,17,0,,321853,0,2019-10-25,0,48,44269,1,['4Pt1HZtuJwrQB8l0ES5iTX']
Animals,Martin Garrix,spotify:track:1TWfkGrhF7ob0nwB2M6knb,0.675,0.868,1,-6.36,1,0.0392,0.00107,0.715,0.374,0.0376,128.007,304229,4,30.69851,12,1,,304228,66,2013-07-01,0,84,13856777,1,['60d24wfXkVzDSfLS6hyCjZ']
Adore You,Miley Cyrus,spotify:track:5AnCLGg35ziFOloEnXK4uu,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57e-06,0.113,0.201,119.759,278747,4,28.24512,17,1,,278746,70,2013-10-04,0,89,13000081,1,['5YGY8feqx7naU7z4HrwZM6']
Written In The Stars,Tinie Tempah Featuring Eric Turner,spotify:track:61HQWI1Woxup7CnGwVUsdI,0.644,0.945,7,-3.534,1,0.0717,0.0587,0,0.184,0.573,91.017,219560,4,60.29918,7,1,,219560,55,2010-05-31,0,71,741628,2,"['0Tob4H0FLtEONHU1MjpUEp', '79DOwuMzV2h4es3em0t002']"
Don't Start Now,Dua Lipa,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,183290,4,48.15807,7,1,,183290,86,2019-10-31,0,94,20419045,1,['6M2wZ9GZgrQXHCFfjv46we']
Post Party Depression,Days N Daze,spotify:track:6xvHCxwiYCxT4MSb3b0cY5,0.516,0.468,4,-11.947,0,0.0874,0.655,1.6e-05,0.193,0.614,121.337,233038,4,19.89744,10,0,,233038,45,2013-08-23,0,53,78582,1,['3wRGr9z5I5xmmVc21fIvC6']
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,spotify:track:0jAfdqv18goRTUxm3ilRjb,0.736,0.622,6,-4.653,0,0.133,0.0235,0,0.151,0.506,191.971,192779,4,62.60247,8,1,,192779,66,2018-12-21,0,89,12894554,3,"['31W5EY0aAly4Qieq6OFu6I', '5LHRHt1k9lMyONurDHEdrp', '4DdkRBBYG6Yk9Ka8tdJ9BW']"
Beez In The Trap,Nicki Minaj Featuring 2 Chainz,spotify:track:4It00tEYLwpjQtAhqnjCPC,0.814,0.782,9,-6.005,1,0.218,0.0227,0.00167,0.0956,0.683,150.011,268493,4,51.62654,11,1,,268493,59,2012-01-01,0,92,24928950,2,"['0hCNtLu0JehylgoiP8L4Gh', '17lzZA2AlOHwCwFALHttmp']"
Sex With Me,Rihanna,spotify:track:7BiELrM90hRxpozaIXbsLw,0.58,0.532,1,-5.668,0,0.0424,0.294,0,0.0948,0.39,112.049,206400,4,26.5305,10,1,,206400,70,2016-01-28,0,92,39650390,1,['5pKCCKE2ajJHZ9KAiaK11H']
Alma,il:lo,spotify:track:4mYMp6EwnbCRTYyjcseFM4,0.613,0.714,11,-9.063,0,0.0323,0.225,0.936,0.093,0.181,104.012,247497,4,58.9154,8,0,,247496,56,2019-11-20,0,53,19372,1,['0Upbj4hHk4d4UJ0HhnVs4F']
Just Can't Get Enough,The Black Eyed Peas,spotify:track:3JA9Jsuxr4xgHXEawAdCp4,0.659,0.628,0,-8.685,0,0.179,0.186,0,0.105,0.262,94.05,219427,4,31.94109,13,1,,219426,72,2010-01-01,0,86,4881097,1,['1yxSLGMDHlW21z4YXirZDS']
Fable (Metal Version),Adrian Von Ziegler,spotify:track:0wpJ14XvafZR4zGrTV7nfo,0.553,0.412,10,-14.969,1,0.0294,0.00806,0.911,0.112,0.0372,104.985,277429,4,39.44885,9,0,,277428,16,2019-02-02,0,57,99479,1,['6qDQ6rJG5TOT7PppxBKhqI']
Herumor,Summoning,spotify:track:5J8Zn57zptuidSwQjjKSNn,0.304,0.879,1,-8.563,1,0.0473,0.0285,0.0569,0.12,0.171,149.975,428813,4,90.03771,16,0,,428813,11,2018-01-05,0,42,64816,1,['5BViLZRXrRfhPDokkbYiMy']
There Will Never Be Another You - Remastered 2001,Joe Pass,spotify:track:2nRx8ZRy5QnyCHJcvUOmHp,0.621,0.229,1,-18.277,1,0.0489,0.798,0.848,0.0899,0.46,140.239,302373,4,37.47503,17,0,,302373,35,2013-01-01,0,52,75962,1,['4DuZTASH5eSyd0K73W6fuZ']
Rude Boy,Rihanna,spotify:track:60jzFy6Nn4M0iD1d94oteF,0.563,0.75,11,-4.496,1,0.127,0.113,0,0.0788,0.812,173.906,222920,4,33.87617,9,1,,222920,73,2009-11-20,0,92,39650390,1,['5pKCCKE2ajJHZ9KAiaK11H']
Fake Love,BTS,spotify:track:3aW0ds4A4tSQDIp75FqWTo,0.557,0.719,2,-4.515,0,0.0372,0.00267,0,0.306,0.344,77.501,242334,4,25.73509,13,1,,242333,73,2018-05-18,0,97,24517011,1,['3Nrfpe0tUJi4K4DXYWgMUX']
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",spotify:track:4MRT0dDbhqFKl67WzhUbSw,0.573,0.495,8,-7.245,0,0.592,0.405,0,0.0969,0.255,179.196,312027,3,28.52376,17,1,,312026,68,2014-12-15,0,100,91734422,4,"['0hCNtLu0JehylgoiP8L4Gh', '3TVXtAsR1Inumwj472S9r4', '55Aa2cqylxrFIXC767Z865', '7bXgB6jMjp9ATFy66eO08Z']"
Fade,Kanye West,spotify:track:3cCxoOgfi6hgt8MNteuiiD,0.752,0.765,9,-5.805,0,0.0908,0.118,0,0.31,0.309,105.998,193748,4,33.0207,7,1,,193747,67,2016-06-10,0,92,12658240,1,['5K4W6rqBFWDnAN6FQUkS6x']
Ishq Wala Love,Vishal-Shekhar,spotify:track:1hQia6rxgfM1ly2hE3StWp,0.711,0.295,0,-12.377,0,0.0334,0.533,4.8e-05,0.0782,0.694,135.048,257973,4,52.03765,12,0,,257973,60,2012-08-31,0,70,2179835,4,"['6Mv8GjQa7LKUGCAqa9qqdb', '1TbRSunWGZ46mqnapcWxrm', '3ZxZ03fj3tXBZHZWzvaLSM', '4xd7mLI7urqrxELaXhAvzw']"
Say You Do,Dierks Bentley,spotify:track:2sE61ZmvYH8wiOx5jygkHH,0.481,0.733,3,-8.171,1,0.0368,0.142,0.000547,0.106,0.453,147.859,219360,4,45.64419,11,1,,219360,52,2014-01-01,0,72,2339872,1,['7x8nK0m0cP2ksQf0mjWdPS']
This Ole Boy,Craig Morgan,spotify:track:29rfPTA47K0xyl1Pnf1YBw,0.591,0.88,11,-4.401,1,0.0532,0.0754,4.27e-06,0.0434,0.661,114.11,263587,4,84.59766,7,1,,263586,43,2012-02-28,0,64,695548,1,['6ktyNEnEukKzskQEiXgCFD']
Party Monster,The Weeknd,spotify:track:4F7A0DXBrmUAkp32uenhZt,0.572,0.631,1,-8.389,1,0.104,0.188,2.31e-05,0.259,0.219,77.519,249213,4,32.86151,10,1,,249213,72,2016-11-25,0,96,25388274,1,['1Xyo4u8uXC1ZmMpatF05PJ']
B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,spotify:track:35QGdv6aFbIaLM0Ozr3rHt,0.721,0.863,2,-4.226,1,0.0558,0.0174,0,0.178,0.35,139.981,250307,4,29.19224,13,1,,250306,59,2010-01-01,0,83,4751025,2,"['1sBkRIssrMs1AbVkOJbc7a', '2x8KDZdSONA3872CnhaAlX']"
OMG,Usher Featuring will.i.am,spotify:track:1bM50INir8voAkVoKuvEUI,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,269493,4,37.63586,12,1,,269493,71,2010-03-30,0,85,11296445,2,"['23zg3TcAtWQy7J6upgbUnj', '085pc2PYOi8bGKj0PNjekA']"
Hardcore Kru,E.C. Illa,spotify:track:4b5e8y3qKGIMUgy1qxnvTK,0.59,0.801,9,-9.414,1,0.373,0.00286,0,0.357,0.72,178.021,343745,4,25.31819,11,0,,343745,0,2018-12-01,0,17,986,1,['7unLc5B9WDuQywpxhRmoUX']
Hit Or Miss,Jacob Sartorius,spotify:track:6iaJUPHLONFJ02RTeaMuy8,0.44,0.666,1,-4.82,0,0.193,0.0657,0,0.197,0.544,82.922,237984,4,49.37738,12,1,,237983,46,2016-07-25,0,49,623196,1,['6czdbISBoxGckbBX8F4m8L']
Loungin' - Jazz Not Jazz Mix,Guru,spotify:track:16tttmcImHHIvakYMVGNFZ,0.854,0.614,3,-10.699,0,0.113,0.0534,0.0533,0.0933,0.744,99.986,230040,4,33.2698,9,0,,230040,1,2019-08-23,0,58,221199,2,"['6xyaria4AcxjRuJZLkWvMW', '3ZUZYvTkSr7kJQyAXVpqaL']"
H*A*M,Kanye West Jay Z,spotify:track:7esMRbSzvLv60O70XLZFbc,0.657,0.523,8,-4.907,1,0.0614,0.0462,0,0.322,0.0382,140.046,275733,4,68.85537,10,1,,275733,55,2011-08-08,0,92,18355874,2,"['5K4W6rqBFWDnAN6FQUkS6x', '3nFkdlSjzX9mRTtwJOzDYB']"
I'll Go Crazy,Tommy James & The Shondells,spotify:track:4fQmgYsOB1fKIzNRVfKFur,0.34,0.596,2,-8.367,0,0.0445,0.402,0,0.0718,0.963,186.62,136467,3,38.56479,7,0,,136466,0,2017-06-01,0,59,181493,1,['01hRNr3yF5bYnPq4wZ88iI']
Beautiful,Bazzi Featuring Camila Cabello,spotify:track:4VUwkH455At9kENOfzTqmF,0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,180000,4,20.43615,10,1,,180000,77,2018-08-02,0,87,22383114,2,"['4GvEc3ANtPPjt1ZJllr5Zl', '4nDoRrQiYLoBzwC5BhVJzF']"
Alejandro,Lady Gaga,spotify:track:4lwavw59UjXUPJZtKNdFYp,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,274213,4,71.26253,9,1,,274213,62,2009-08-05,0,91,14330886,1,['1HY2Jd0NmPuamShAr6KMms']
Nightlights I,Nana Grizol,spotify:track:0frxPrvoyzncBhPBTFz3H5,0.62,0.832,4,-7.005,1,0.0367,0.233,0.00125,0.124,0.964,133.476,210587,4,48.28254,9,0,,210586,34,2017-03-31,0,45,26543,1,['7FPO7WTShHCXnmVv7lhhZM']
Downtown,Lady Antebellum,spotify:track:4kY7rYtE4OQkJNq22OIYRI,0.532,0.825,9,-5.287,1,0.0468,0.18,0,0.296,0.96,169.961,195867,4,23.75097,9,1,,195866,67,2013-01-01,0,74,3085868,1,['32WkQRZEVKSzVAAYqukAEA']
At Dawn They Eat,Winterwolf,spotify:track:0n6ZMBC3XNNAhVr4uZyzeS,0.254,0.916,6,-10.659,1,0.0585,6.47e-06,0.857,0.374,0.132,83.205,259797,4,32.19755,7,0,,259797,0,2019-06-14,0,6,1297,1,['0i8pqigDVvVXfmrG9rEBp7']
Trophies,Young Money Featuring Drake,spotify:track:6HfOzLLjsaXsehIFEsrxTk,0.747,0.687,1,-7.475,1,0.382,0.155,0,0.137,0.283,143.931,188320,4,53.81262,5,1,,188320,72,2014-01-01,0,100,52281069,2,"['5OrB6Jhhrl9y2PK0pSV4VP', '3TVXtAsR1Inumwj472S9r4']"
Come And See Me,PARTYNEXTDOOR Featuring Drake,spotify:track:1wZqJM5FGDEl3FjHDxDyQd,0.717,0.347,11,-10.265,0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,235477,4,71.02978,6,1,,235477,73,2016-08-12,0,100,53082911,2,"['2HPaUgqeutzr3jx5a9WyDV', '3TVXtAsR1Inumwj472S9r4']"
Nobody To Blame,Chris Stapleton,spotify:track:4WRRCuJYRq7gUKiupxVH9W,0.534,0.666,9,-9.471,1,0.0335,0.0143,0.0615,0.113,0.59,87.401,244147,4,44.80931,11,1,,244146,63,2015-05-04,0,79,2686596,1,['4YLtscXsxbVgi031ovDDdh']
In Metal We Trust,Primal Fear,spotify:track:4Ghb1CWuY2CBhsF7gaU0lV,0.453,0.993,9,-4.782,0,0.16,1.29e-06,0.326,0.325,0.136,135.01,213267,4,48.89874,11,0,,213266,14,2017-11-10,0,51,106533,1,['1yfiDL3YUEJlQCgb5Pun6g']
Voices,Chris Young,spotify:track:5pemEFax3jfocz4FGHa3UC,0.552,0.788,0,-4.112,1,0.0525,0.38,0,0.15,0.641,76.528,186107,4,63.91567,5,1,,186106,53,2009-09-01,0,71,2001196,1,['4BYxqVkZyFjtik7crYLg5Q']
Christraping Black Metal,Benighted,spotify:track:0Mkodqoyd6LZN2cF0wg4PF,0.429,0.988,4,-2.923,0,0.0881,6.48e-06,0.793,0.296,0.0581,120.134,186931,4,37.76818,7,0,,186930,13,2017-02-24,0,39,38071,1,['0dUwIwaPc6UukkCZTaaf7J']
Faces,Knowmadic,spotify:track:5n16dEoZ1OwdpqOIK13m1X,0.615,0.424,11,-12.324,0,0.114,0.968,0.809,0.106,0.178,159.033,133165,4,31.19131,6,0,,133165,10,2019-01-07,0,59,23345,1,['0HcyeAioEKhfwVcJAoyN36']
Something Just Like This,The Chainsmokers & Coldplay,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4,28.2344,11,1,,247160,83,2017-04-07,0,90,44512826,2,"['69GGBxA162lTqCwzJG5jLp', '4gzpq5DPGxSnKTe4SA8HAU']"
Kill or Be Killed,Spite,spotify:track:4PXdsoxNnlsQCublR3jguf,0.34,0.986,11,-4.342,0,0.302,0.000531,3.81e-05,0.424,0.0795,185.005,215917,4,22.46454,10,0,,215916,47,2017-07-28,0,47,44539,1,['2DynE7m1BMVl4hQMvCXXq0']
Cassette,Efence,spotify:track:4fkSzxuJrAqP01QLkTRLzH,0.656,0.536,7,-14.187,1,0.0394,0.00447,0.891,0.334,0.383,100.005,230400,4,29.40308,10,0,,230400,0,2017-09-22,0,34,11898,1,['3UQ87SmqkLxIMdenYnsLld']
Face to Face (With Your Executioner),The Rival Mob,spotify:track:5ud1PhAxslWvSY8qXzwa0g,0.169,0.927,0,-8.96,0,0.0495,1.04e-05,0.828,0.169,0.537,171.034,131853,4,19.83766,7,0,,131853,18,2010-08-18,0,30,9781,1,['0SjMRx65x4PRDYpNwyabka']
Same Old Love,Selena Gomez,spotify:track:1BZG99C7Co1r6QUC3zaS59,0.672,0.593,11,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,229080,4,22.87933,11,1,,229080,64,2015-10-09,0,90,23203340,1,['0C8ZW7ezQVs4URX5aX7Kqx']
Rebirth - Xy-Me Remix,Cabaret Nocturne,spotify:track:5H8QYOnLsePjKOw4ZAaaK5,0.789,0.649,10,-11.153,0,0.0739,0.00123,0.866,0.351,0.345,121.994,436302,4,35.16048,15,0,,436302,12,2014-03-31,0,43,35590,1,['0yXLm86D4JkD0Z8aWY564D']
Mule Skinner Blues,Bill Monroe,spotify:track:2qYAoXnmfxWQH48T3Tgpgu,0.517,0.462,0,-8.058,1,0.0328,0.457,0.225,0.87,0.666,134.423,151467,4,28.59051,8,0,,151466,16,2016-09-09,0,37,53849,1,['5CWbfANRpZbnxdstzcNg5H']
The Town I Live In,McKinley Mitchell,spotify:track:5kZkP5HxRmFHfTmwO2KOvm,0.573,0.607,5,-7.876,0,0.0277,0.669,4.12e-05,0.104,0.925,103.236,162333,3,24.93413,9,0,,162333,31,2012-08-08,0,24,922,2,"['24Z0p1WmIFcsp30Kl5Nicw', '189F8KS0BWQUrx2H17Psx0']"
Drink A Beer,Luke Bryan,spotify:track:1PoGWZbJPGmViVi7CYbDUK,0.483,0.431,8,-7.656,1,0.0343,0.836,5.19e-05,0.199,0.296,78.26,202627,4,43.57437,9,1,,202626,64,2013-01-01,0,80,5804414,1,['0BvkDsjIUla7X0k6CSWh1I']
The Falsifier,Noctiferia,spotify:track:6Y3R5Ehy9kkuFrcMPBf4hP,0.509,0.985,1,-4.958,1,0.107,2.67e-05,0.101,0.088,0.144,140.016,206978,4,29.19361,8,0,,206977,0,2019-10-17,0,4,557,1,['0tG9NynsGIb7SZIREhLwj1']
Roses,The Chainsmokers Featuring Rozes,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4,47.93499,11,1,,226738,74,2015-06-16,0,87,16982000,2,"['69GGBxA162lTqCwzJG5jLp', '6jsjhAEteAlY0vCiLvMLBA']"
B.E.D.,Jacquees,spotify:track:1B6TmCvKjC4dopBohVW51x,0.739,0.536,1,-6.501,1,0.0587,0.00368,0,0.0968,0.193,122.022,236147,4,63.13618,9,1,,236146,69,2018-09-07,0,76,1754206,1,['4tMm1dU6Gn04VAZ9ClHcIZ']
19 You + Me,Dan + Shay,spotify:track:7ongSdLv28Z27WeCrzZXwB,0.493,0.67,6,-5.131,1,0.0298,0.319,0,0.102,0.451,151.989,217407,3,40.9923,11,1,,217406,60,2014-04-01,0,81,1932256,1,['7z5WFjZAIYejWy0NI5lv4T']
Who Are You When I'm Not Looking,Blake Shelton,spotify:track:15fZHvjZXoAILTvmt4EXIk,0.412,0.457,4,-9.142,1,0.0288,0.409,0.0187,0.0978,0.202,74.824,187733,4,47.71847,8,1,,187733,54,2010-08-06,0,78,5368592,1,['1UTPBmNbXNTittyMJrNkvw']
Scraps of the Dead,Invincible Force,spotify:track:4ODcYD3bkogiO15Qa6HXCS,0.251,0.998,8,-4.637,1,0.211,0.0202,0.845,0.37,0.0743,181.658,134160,4,33.02421,7,0,,134160,2,2015-03-10,0,10,878,1,['1DC1n9qSONuoXOYRh28ATo']
Long Hot Summer,Keith Urban,spotify:track:3PY88239tYBnAv5LQoU2oY,0.657,0.785,3,-8.428,1,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,273587,4,23.16254,15,1,,273586,58,2010-01-01,0,78,3932292,1,['0u2FHSq3ln94y5Q57xazwf']
Cool Kids,Echosmith,spotify:track:13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4,19.57914,11,1,,237626,72,2013-10-04,0,64,559141,1,['1PbBg2aYjWLKRk84zJK15x']
Boyfriend,Justin Bieber,spotify:track:0171XsIM2xyeXRr6wsugEI,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,4,40.30242,7,1,,171333,2,2012-01-01,0,96,39014690,1,['1uNFoZAHBGtllmzznpCI3s']
Buy Me A Boat,Chris Janson,spotify:track:2WKLUgklz0VDX5bKTZ3eYD,0.574,0.745,2,-6.663,1,0.0507,0.319,0,0.11,0.693,154.042,179078,4,32.57548,6,1,,179077,67,2015-10-30,0,66,207971,1,['60gmlHZmT16wiO9GiXKYK9']
Turn Up The Music,Chris Brown,spotify:track:1RMRkCn07y2xtBip9DzwmC,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,227973,4,31.25117,13,1,,227973,64,2012-07-03,0,92,12480757,1,['7bXgB6jMjp9ATFy66eO08Z']
Why Don't We Just Dance,Josh Turner,spotify:track:2p07VcUwRZ5sru3mJ0JogS,0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834,192800,4,31.82336,11,1,,192800,65,2010,0,69,1873826,1,['7vCtweS8UVAXTyau2j0rDT']
Rake It Up,Yo Gotti Featuring Nicki Minaj,spotify:track:4knL4iPxPOZjQzTUlELGSY,0.91,0.444,1,-8.126,0,0.344,0.022,0,0.137,0.53,149.953,276333,4,26.55611,18,1,,276333,69,2017-10-27,0,92,22149103,2,"['6Ha4aES39QiVjR0L2lwuwq', '0hCNtLu0JehylgoiP8L4Gh']"
Reevolution,Sybreed,spotify:track:3ITwSgnWPqOEQLPJSinYFQ,0.533,0.919,8,-5.35,1,0.0694,5.8e-06,0.807,0.113,0.182,125.659,243840,4,23.10305,11,0,,243840,0,2012-03-15,0,37,25825,1,['5YKzmXqu3KxPoBSGIF7Yii']
I Won't Stop Loving You,C Bank feat. Diamond Eyes,spotify:track:4732tkDzX7UAqAeTCyKcHm,0.778,0.479,0,-10.09,1,0.0784,0.000159,0.22,0.131,0.624,120.022,358792,4,32.73868,11,0,,358791,35,2014-03-25,0,25,100,2,"['7wIqvq9UxGjW7VzXWduWGX', '0hweuRgzzYhWoHdHv0hR6a']"
First Love,Jennifer Lopez,spotify:track:5P16LUPtZ1I5t3EqwELD53,0.621,0.708,11,-5.084,1,0.0444,0.00961,0.00294,0.311,0.455,100.025,215787,4,20.42625,10,1,,215786,48,2014-06-17,0,81,8842705,1,['2DlGxzQSjYe5N6G9nkYghR']
This Is Country Music,Brad Paisley,spotify:track:6Ray43gNA6LZxareyESwNk,0.507,0.669,2,-5.104,1,0.0275,0.126,0.000263,0.111,0.484,88.525,311640,4,44.75667,13,1,,311640,48,2011-05-23,0,71,1885752,1,['13YmWQJFwgZrd4bf5IjMY4']
Canary Yellow,Deafheaven,spotify:track:4hNAvUCdwOdsnuiHayERXQ,0.275,0.973,2,-5.027,1,0.0511,3.66e-05,0.913,0.259,0.224,92.551,737408,4,64.45928,17,0,,737408,38,2018-07-13,0,47,138624,1,['4XpPveeg7RuYS3CgLo75t9']
The Body,Wale Featuring Jeremih,spotify:track:1cOi4OoRlpOznxiRa8FfHf,0.493,0.542,9,-8.016,1,0.076,0.0774,0,0.239,0.172,109.399,232661,4,89.32186,12,1,,232661,54,2015-03-31,0,82,7410541,2,"['67nwj3Y5sZQLl72VNUHEYE', '3KV3p5EY4AvKxOlhGHORLg']"
You And Me,Dave Matthews Band,spotify:track:12ZdBjNAfRXZZTvMSrJPUb,0.652,0.627,7,-7.313,1,0.0894,0.436,8.11e-06,0.0674,0.315,137.867,340533,3,133.41636,6,1,,340533,57,2009-06-02,0,71,1403193,1,['2TI7qyDE0QfyOlnbtfDo7L']
First Construction (in metal),John Cage,spotify:track:1gZWVxnwLjdxMnrLfGjbM7,0.45,0.548,7,-22.616,1,0.0698,0.726,0.554,0.87,0.0326,129.062,597133,4,59.59923,24,0,,597133,1,2010-02-28,0,46,64579,8,"['1Z3fF5lZdCM0ZHugkGoH8s', '0MuSfGJDhMGp32Iwqmjl0p', '0NCTVB79wEXtgTbiFtngbX', '1UeKTQy0g4X4v1Rs1CTLNg', '33UJTy9aVnrKjdmtQG5SOl', '4nleUruzaViwx7th5xNOkU', '58zJW5gyZ37KTmZEUfOp1q', '5YowCsYJqAlQw4dHjPERTS']"
raingurl,Yaeji,spotify:track:4gRAniZdYF2zVrDUsNC9tU,0.929,0.572,6,-6.928,0,0.0506,0.017,0.00353,0.122,0.288,128.014,237231,4,52.40126,12,0,,237231,11,2017-10-30,0,61,256659,1,['2RqrWplViWHSGLzlhmDcbt']
Mob Ties,Drake,spotify:track:7rC5Pl8rQSX4myONQHYPBK,0.755,0.575,4,-8.393,0,0.0678,0.0456,0.00124,0.276,0.49,85.987,205147,4,24.07639,11,1,,205146,71,2018-06-29,0,100,50471679,1,['3TVXtAsR1Inumwj472S9r4']
We Are Young,Glee Cast,spotify:track:1zugfOhn6BebboqGcpUlba,0.378,0.555,7,-6.086,1,0.0498,0.0504,0,0.199,0.524,91.966,249773,4,50.03163,7,1,,249773,55,2012-05-15,0,81,1296254,1,['0SCbttzoZTnLFebDYmAWCm']
Indie Boys,Kleinstadthelden,spotify:track:4tounBwDV12PjCubQ44mBZ,0.543,0.935,4,-3.798,0,0.0604,0.0136,0,0.123,0.781,152.076,168986,4,57.19831,6,0,,168986,5,2010-08-08,0,7,1083,1,['2CxxME24LoDdENeJgC59Ie']
Beautiful Drug,Zac Brown Band,spotify:track:0vcfOQOvTCv8ckiRs8Xc1Z,0.618,0.852,8,-5.243,0,0.0813,0.0539,2.7e-06,0.124,0.339,125.944,191600,4,26.28397,8,1,,191600,58,2015-04-28,0,77,2366523,1,['6yJCxee7QumYr820xdIsjo']
Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,spotify:track:0rX4YStqUt1k1VEBe1U4HJ,0.555,0.863,7,-3.867,1,0.0379,0.0246,0,0.0563,0.699,98.006,201680,4,21.32991,11,1,,201680,54,2015-01-01,0,80,6948933,3,"['5q8HGNo0BjLWaTAhRtbwxa', '30e8DmahrEamvLbFRPdWmk', '6x2LnllRG5uGarZMsD4iO8']"
Nonstop,Drake,spotify:track:0TlLq3lA83rQOYtrqBqSct,0.912,0.412,7,-8.074,1,0.124,0.0164,0.013,0.104,0.422,154.983,238614,4,24.01108,11,1,,238614,79,2018-06-29,0,100,50471679,1,['3TVXtAsR1Inumwj472S9r4']
